"Step","Ablation WDR - val/sample_bias","Ablation WDR - val/sample_bias__MIN","Ablation WDR - val/sample_bias__MAX"
"4162","0.19217979565463258","0.19217979565463258","0.19217979565463258"
"4197","2.1084621155153314","2.1084621155153314","2.1084621155153314"
"4232","-4.163072163665593","-4.163072163665593","-4.163072163665593"
"4268","13.186772368335708","13.186772368335708","13.186772368335708"
"4303","-1.4453065908907972","-1.4453065908907972","-1.4453065908907972"
"4339","-4.024410997306079","-4.024410997306079","-4.024410997306079"
"4381","-1.4240223483277887","-1.4240223483277887","-1.4240223483277887"
"4416","1.1427394284338575","1.1427394284338575","1.1427394284338575"
"4452","-1.6961064620876796","-1.6961064620876796","-1.6961064620876796"
"4487","-3.0372169790766415","-3.0372169790766415","-3.0372169790766415"
"4523","2.0707790056819486","2.0707790056819486","2.0707790056819486"
"4558","-2.1010770801426593","-2.1010770801426593","-2.1010770801426593"
"4593","0.31667611055554634","0.31667611055554634","0.31667611055554634"
"4629","14.912285802853837","14.912285802853837","14.912285802853837"
"4664","-2.545879721456117","-2.545879721456117","-2.545879721456117"
"4700","4.059000505456391","4.059000505456391","4.059000505456391"
"4742","-0.4060068818849114","-0.4060068818849114","-0.4060068818849114"
"4777","41.45226924937462","41.45226924937462","41.45226924937462"
"4813","0.6277321231205852","0.6277321231205852","0.6277321231205852"
"4848","-2.3340469023141917","-2.3340469023141917","-2.3340469023141917"
"4884","-2.127341913164447","-2.127341913164447","-2.127341913164447"
"4919","-0.8185725946822143","-0.8185725946822143","-0.8185725946822143"
"4954","0.12315156971633912","0.12315156971633912","0.12315156971633912"
"4990","-4.211513327889324","-4.211513327889324","-4.211513327889324"
"5025","-2.7985441448368586","-2.7985441448368586","-2.7985441448368586"
"5061","0.46062534180456033","0.46062534180456033","0.46062534180456033"
"5103","0.46743032896925846","0.46743032896925846","0.46743032896925846"
"5138","-2.8560976293685574","-2.8560976293685574","-2.8560976293685574"
"5174","-2.058580755007096","-2.058580755007096","-2.058580755007096"
"5209","-0.745902676015228","-0.745902676015228","-0.745902676015228"
"5245","2.8119733909778115","2.8119733909778115","2.8119733909778115"
"5280","-0.24916515905255596","-0.24916515905255596","-0.24916515905255596"
"5315","-0.6834428476433807","-0.6834428476433807","-0.6834428476433807"
"5351","-0.3741727799963637","-0.3741727799963637","-0.3741727799963637"
"5386","2.1555674271266523","2.1555674271266523","2.1555674271266523"
"5422","-0.42328820350780405","-0.42328820350780405","-0.42328820350780405"
"5464","-4.754835103089514","-4.754835103089514","-4.754835103089514"
"5499","7.576312553529192","7.576312553529192","7.576312553529192"
"5535","-2.6811920084075616","-2.6811920084075616","-2.6811920084075616"
"5570","-3.830827757086865","-3.830827757086865","-3.830827757086865"
"5606","1.471331706957254","1.471331706957254","1.471331706957254"
"5641","10.96692360403898","10.96692360403898","10.96692360403898"
"5676","-1.6638222080280591","-1.6638222080280591","-1.6638222080280591"
"5712","-0.9720307828705951","-0.9720307828705951","-0.9720307828705951"
"5747","-0.8278415530838482","-0.8278415530838482","-0.8278415530838482"
"5783","-4.284074920742208","-4.284074920742208","-4.284074920742208"
"5825","-2.7059625981684348","-2.7059625981684348","-2.7059625981684348"
"5860","-1.2443451332115512","-1.2443451332115512","-1.2443451332115512"
